152407626	太平轮（上）	6.8	2014-12-02	爱情,灾难,剧情,战争	中国大陆	国语	2小时9分钟	吴宇森	章子怡 金城武 宋慧乔 黄晓明 佟大为 长泽雅美 秦海璐 王千源 俞飞鸿 黑木瞳 林保怡 杨祐宁 杨贵媚 林美秀 丛珊 高捷 寇世勋 吴飞霞 于震 许还幻 尤勇 刘仪伟 方青卓 黄柏钧
223574289	我不是贼	7.0	2014-11-28	喜剧		国语	1小时30分钟	吴钦	张驰千 黄洁琼
223139849	火线反攻	6.7	2014-11-28	剧情,动作,犯罪	美国	英语	1小时37分钟	大卫·布莱特	布鲁斯·威利斯 乔什·杜哈明 罗莎里奥·道森 文森特·多诺费奥
221879313	青春时光	7.0	2014-11-28	爱情,剧情	中国大陆	国语	1小时36分钟	王静儿	郑中玉 彤阳 张雷雨 李欣蔓 邢城
219430445	爱情狂想曲	7.0	2014-11-28	爱情,剧情	中国大陆	国语	1小时36分钟	丛艺	李威 苏小妹 童苡萱 付曼 
215105640	坏姐姐之拆婚联盟	7.3	2014-11-28	爱情,喜剧	中国大陆	国语	1小时48分钟	 金泰均	陈意涵 池珍熙 陈学冬 钟丽缇 齐溪 李昕云 禹惠林
184976758	撒娇女人最好命	8.2	2014-11-28	爱情,喜剧	中国大陆	国语	1小时35分钟	彭浩翔	黄晓明 周迅 隋棠 谢依霖
179466257	推拿	7.9	2014-11-28	剧情	中国大陆	国语	1小时54分钟	娄烨	郭晓冬 秦昊 张磊 梅婷 黄轩 黄璐
152405684	机器纪元	5.6	2014-11-28	惊悚,科幻	西班牙	英语	1小时49分钟	加贝·伊班内兹	安东尼奥·班德拉斯 迪伦·麦克德莫特 梅兰尼·格里菲斯 比吉特·约尔特·索伦森 罗伯特·福斯特
221569541	等你追我	7.0	2014-11-21	爱情,喜剧	中国大陆	国语	1小时30分钟	高根荣 谢亮宏	颜丹晨 顾易浩 杨大鹏 邵峰 耿黎明 郑晓婉 蒲治源
221261932	21岁派对	5.9	2014-11-21	喜剧	美国	英语	1小时33分钟	乔恩·卢卡斯 斯考特·摩尔	迈尔斯·特勒 斯盖拉·阿斯丁 贾斯汀·钱 莎拉·麦森 乔纳森·凯兹
221115636	斐济99℃爱情	8.9	2014-11-21	爱情,喜剧	中国大陆	国语	1小时29分钟	陶生	张佑赫 姚星彤 李茂 何琢言 赵多娜 金草 陈天文 刘子豪
215805403	换爱七日	7.0	2014-11-21	爱情,喜剧	中国大陆	国语	1小时35分钟	唐旭	余心恬 徐岑子 王鑫尧 尹正 景岗山 翁虹 李彬
132831129	黄飞鸿之英雄有梦	7.7	2014-11-21	剧情,动作	中国香港,中国大陆	国语/粤语	2小时11分钟	周显扬	彭于晏 井柏然 王珞丹 洪金宝 杨颖 梁家辉 王祖蓝 秦俊杰 张晋 冯嘉怡 文峰 高泰宇
123671482	狂怒	8.5	2014-11-21	动作,剧情,战争	美国	英语/德语	2小时14分钟	大卫·阿耶	布拉德·皮特 希亚·拉博夫 罗根·勒曼 乔·博恩瑟 迈克尔·佩纳
221567026	天河	7.0	2014-11-15	剧情	中国大陆	国语	1小时35分钟	宁海强 沈东	李幼斌 俞飞鸿 段奕宏 赵有亮 王若心  黄梅莹 高明 宋春丽 林妙可 吴军 林永健 濮存昕 小香玉 陈宝国
221108346	街舞小子	7.0	2014-11-15	剧情,歌舞	中国大陆	国语	1小时33分钟	郭廷波	郭鑫 孙子豪 李硕然 王萍 黄天运
218742639	马达加斯加的企鹅	8.5	2014-11-14	动画,冒险,喜剧	美国	英语	1小时33分钟	埃里克·达尼尔 西蒙·J·史密斯	汤姆·麦格拉思 克里斯·米勒 克里斯多夫·奈茨 本尼迪克特·康伯巴奇 郑肯 安内特·莫翰德鲁
